id_cliente,id_produto,id_vendedor,quantidade_vendida,valor_total_venda,desconto,Teve Desconto?,data_venda
"1820","32","3",4,"251,0714",0,"Não","2023-07-07 00:00:00,000"
"2496","2","3",4,"296,3108",0,"Não","2023-02-25 00:00:00,000"
"3887","25","3",4,"230,1128",0,"Não","2023-01-05 00:00:00,000"
"3044","53","3",4,"257,2305",0,"Não","2022-01-17 00:00:00,000"
"703","30","3",4,"331,4138",0,"Não","2023-01-19 00:00:00,000"
"4374","93","3",4,"181,2784",0,"Não","2022-05-08 00:00:00,000"
"3362","60","3",4,"154,1119",0,"Não","2022-09-16 00:00:00,000"
"2312","78","3",4,"218,4561",0,"Não","2023-06-14 00:00:00,000"
"2281","38","3",4,"119,825",0,"Não","2023-03-20 00:00:00,000"
"3241","8","3",4,"16,3055",0,"Não","2023-08-21 00:00:00,000"
"2042","15","3",4,"226,1396",0,"Não","2022-12-03 00:00:00,000"
"2541","96","3",4,"193,9239",0,"Não","2022-09-09 00:00:00,000"
"3643","72","3",4,"133,7202",0,"Não","2023-08-26 00:00:00,000"
"4023","73","3",4,"191,7396",0,"Não","2022-01-12 00:00:00,000"
"4463","27","3",4,"130,427",0,"Não","2023-06-18 00:00:00,000"
"4901","22","3",4,"114,2514",0,"Não","2022-06-21 00:00:00,000"
"4809","8","3",4,"16,3055",0,"Não","2023-01-18 00:00:00,000"
"4250","24","3",4,"265,4312",0,"Não","2024-01-04 00:00:00,000"
"3168","55","3",4,"235,0781",0,"Não","2022-11-13 00:00:00,000"
"3102","99","3",4,"133,1886",0,"Não","2022-09-11 00:00:00,000"
"1615","49","3",4,"201,7973",0,"Não","2023-07-10 00:00:00,000"
"752","83","3",4,"302,5315",0,"Não","2023-10-25 00:00:00,000"
"3855","28","3",4,"290,0348",0,"Não","2023-10-31 00:00:00,000"
"2367","48","3",4,"178,9687",0,"Não","2024-01-02 00:00:00,000"
"3221","73","3",4,"191,7396",0,"Não","2023-02-04 00:00:00,000"
"2429","55","3",4,"235,0781",0,"Não","2023-07-02 00:00:00,000"
"1793","70","3",4,"319,1891",0,"Não","2022-07-03 00:00:00,000"
"635","93","3",6,"271,9176",0,"Não","2022-01-03 00:00:00,000"
"4311","14","3",6,"474,2961",0,"Não","2022-05-08 00:00:00,000"
"1074","65","3",6,"319,7713",0,"Não","2022-06-13 00:00:00,000"
"3542","76","3",6,"499,3764",0,"Não","2022-04-14 00:00:00,000"
"1974","17","3",6,"374,6649",0,"Não","2024-01-01 00:00:00,000"
"3576","57","3",6,"380,7433",0,"Não","2023-04-03 00:00:00,000"
"4201","3","3",6,"283,2664",0,"Não","2022-08-04 00:00:00,000"
"1508","80","3",6,"226,0366",0,"Não","2022-08-31 00:00:00,000"
"4876","79","3",6,"148,7802",0,"Não","2023-10-28 00:00:00,000"
"3741","66","3",6,"306,1065",0,"Não","2022-11-20 00:00:00,000"
"446","93","3",6,"271,9176",0,"Não","2023-01-13 00:00:00,000"
"2434","15","3",6,"339,2094",0,"Não","2023-02-19 00:00:00,000"
"2753","22","3",6,"171,3771",0,"Não","2022-04-12 00:00:00,000"
"333","43","3",6,"-7,48",0,"Não","2023-02-05 00:00:00,000"
"2549","67","3",6,"320,801",0,"Não","2024-01-09 00:00:00,000"
"2944","99","3",6,"199,7829",0,"Não","2022-10-15 00:00:00,000"
"3882","27","3",6,"195,6404",0,"Não","2022-01-25 00:00:00,000"
"1596","88","3",6,"436,8179",0,"Não","2022-03-09 00:00:00,000"
"4991","87","3",6,"359,7866",0,"Não","2023-02-27 00:00:00,000"
"799","76","3",6,"499,3764",0,"Não","2022-12-16 00:00:00,000"
"3080","24","3",6,"398,1468",0,"Não","2023-01-02 00:00:00,000"
"951","59","3",6,"257,5151",0,"Não","2023-06-13 00:00:00,000"
"4381","100","3",6,"550,7446",0,"Não","2023-01-07 00:00:00,000"
"3928","69","3",6,"273,2157",0,"Não","2023-02-18 00:00:00,000"
"1627","5","3",6,"300,0634",0,"Não","2023-03-16 00:00:00,000"
"931","69","3",6,"273,2157",0,"Não","2022-09-20 00:00:00,000"
"2382","98","3",6,"318,211",0,"Não","2023-11-02 00:00:00,000"
"179","62","3",6,"485,8824",0,"Não","2023-08-16 00:00:00,000"
"3138","16","3",6,"336,0569",0,"Não","2023-09-09 00:00:00,000"
"4843","40","3",6,"238,4144",0,"Não","2024-01-25 00:00:00,000"
"4072","65","3",6,"319,7713",0,"Não","2022-08-10 00:00:00,000"
"2976","67","3",6,"320,801",0,"Não","2023-12-24 00:00:00,000"
"2486","98","3",6,"318,211",0,"Não","2022-11-04 00:00:00,000"
"955","31","3",6,"191,9255",0,"Não","2023-10-08 00:00:00,000"
"4676","55","3",6,"352,6171",0,"Não","2023-03-09 00:00:00,000"
"1084","96","3",6,"290,8859",0,"Não","2022-06-09 00:00:00,000"
"3675","88","3",6,"436,8179",0,"Não","2023-02-22 00:00:00,000"
"1021","81","3",6,"254,9764",0,"Não","2023-02-15 00:00:00,000"
"1859","56","3",6,"302,354",0,"Não","2022-09-19 00:00:00,000"
"15","62","3",6,"485,8824",0,"Não","2022-01-17 00:00:00,000"
"3737","67","3",6,"320,801",0,"Não","2024-01-01 00:00:00,000"
"1747","46","3",6,"394,1525",0,"Não","2022-07-08 00:00:00,000"
"1224","15","3",6,"339,2094",0,"Não","2023-05-04 00:00:00,000"
"2420","74","3",6,"102,8173",0,"Não","2022-05-10 00:00:00,000"
"4151","89","3",6,"489,6649",0,"Não","2022-04-15 00:00:00,000"
"869","11","3",6,"239,0232",0,"Não","2022-01-02 00:00:00,000"
"324","23","3",6,"113,5489",0,"Não","2022-12-28 00:00:00,000"
"2231","77","3",6,"302,5064",0,"Não","2023-11-30 00:00:00,000"
"2431","19","3",6,"424,6934",0,"Não","2023-09-10 00:00:00,000"
"3288","75","3",6,"278,8975",0,"Não","2022-11-25 00:00:00,000"
"4346","38","3",6,"179,7375",0,"Não","2023-11-17 00:00:00,000"
"568","60","3",6,"231,1678",0,"Não","2023-09-13 00:00:00,000"
"333","88","3",6,"436,8179",0,"Não","2022-04-27 00:00:00,000"
"245","93","3",6,"271,9176",0,"Não","2023-03-12 00:00:00,000"
"675","18","3",6,"163,34",0,"Não","2022-04-13 00:00:00,000"
"1444","85","3",6,"166,625",0,"Não","2023-04-22 00:00:00,000"
"2194","19","3",6,"424,6934",0,"Não","2023-05-14 00:00:00,000"
"3575","92","3",6,"149,0907",0,"Não","2022-07-28 00:00:00,000"
"1710","90","3",6,"178,1887",0,"Não","2023-10-26 00:00:00,000"
"2261","18","3",6,"163,34",0,"Não","2022-01-27 00:00:00,000"
"936","57","3",6,"380,7433",0,"Não","2023-05-11 00:00:00,000"
"671","20","3",6,"290,9083",0,"Não","2022-04-28 00:00:00,000"
"1245","82","3",6,"261,8742",0,"Não","2022-12-03 00:00:00,000"
"4009","73","3",6,"287,6094",0,"Não","2022-02-07 00:00:00,000"
"3836","12","3",6,"282,2664",0,"Não","2023-10-17 00:00:00,000"
"4345","79","3",6,"148,7802",0,"Não","2022-08-27 00:00:00,000"
"699","53","3",6,"385,8458",0,"Não","2023-03-22 00:00:00,000"
"655","55","3",6,"352,6171",0,"Não","2022-11-28 00:00:00,000"
"4221","80","3",6,"226,0366",0,"Não","2023-01-31 00:00:00,000"
"1697","50","3",5,"304,7119",0,"Não","2024-01-08 00:00:00,000"
"2636","26","3",7,"223,7128",0,"Não","2023-02-07 00:00:00,000"
"1015","91","3",1,"33,7828",0,"Não","2023-05-09 00:00:00,000"
"4170","51","3",1,"26,3837",0,"Não","2023-05-24 00:00:00,000"
"1570","68","3",2,"109,7581",0,"Não","2022-01-29 00:00:00,000"
"1300","59","3",8,"343,3535",0,"Não","2022-07-02 00:00:00,000"
"4069","72","3",7,"234,0104",0,"Não","2023-09-18 00:00:00,000"
"4704","75","3",3,"139,4487",0,"Não","2022-02-23 00:00:00,000"
"2054","78","3",1,"54,614",0,"Não","2023-01-22 00:00:00,000"
"3154","27","3",1,"32,6067",0,"Não","2022-02-28 00:00:00,000"
"242","38","3",8,"239,65",0,"Não","2022-09-23 00:00:00,000"
"2785","69","3",2,"91,0719",0,"Não","2022-10-23 00:00:00,000"
"1412","81","3",7,"297,4725",0,"Não","2022-03-10 00:00:00,000"
"375","59","3",8,"343,3535",0,"Não","2022-07-26 00:00:00,000"
"3612","11","3",8,"318,6976",0,"Não","2022-04-28 00:00:00,000"
"4608","81","3",2,"84,9921",0,"Não","2022-04-05 00:00:00,000"
"1546","47","3",7,"347,3035",0,"Não","2022-04-06 00:00:00,000"
"2957","14","3",1,"79,0494",0,"Não","2022-04-09 00:00:00,000"
"1736","24","3",2,"132,7156",0,"Não","2022-04-11 00:00:00,000"
"2387","30","3",2,"165,7069",0,"Não","2022-04-15 00:00:00,000"
"2918","70","3",1,"79,7973",0,"Não","2022-04-16 00:00:00,000"
"3160","47","3",7,"347,3035",0,"Não","2023-11-13 00:00:00,000"
"4335","67","3",1,"53,4668",0,"Não","2022-08-10 00:00:00,000"
"1094","21","3",5,"317,0481",0,"Não","2023-08-14 00:00:00,000"
"4923","27","3",8,"260,8539",0,"Não","2023-08-14 00:00:00,000"
"3840","38","3",3,"89,8688",0,"Não","2022-10-03 00:00:00,000"
"1597","29","3",2,"52,4235",0,"Não","2023-11-14 00:00:00,000"
"1339","5","3",2,"100,0211",0,"Não","2023-10-23 00:00:00,000"
"4866","76","3",8,"665,8352",0,"Não","2024-02-02 00:00:00,000"
"688","18","3",7,"190,5634",0,"Não","2023-02-03 00:00:00,000"
"525","80","3",2,"75,3455",0,"Não","2022-05-29 00:00:00,000"
"2285","66","3",8,"408,142",0,"Não","2024-01-28 00:00:00,000"
"2582","55","3",8,"470,1561",0,"Não","2022-08-15 00:00:00,000"
"1474","63","3",1,"25,2179",0,"Não","2023-10-30 00:00:00,000"
"4940","57","3",8,"507,6578",0,"Não","2023-10-30 00:00:00,000"
"596","67","3",5,"267,3342",0,"Não","2022-07-29 00:00:00,000"
"471","68","3",5,"274,3953",0,"Não","2023-06-14 00:00:00,000"
"2774","23","3",2,"37,8496",0,"Não","2023-07-06 00:00:00,000"
"991","31","3",7,"223,9131",0,"Não","2023-09-02 00:00:00,000"
"779","77","3",9,"453,7596",0,"Não","2023-05-30 00:00:00,000"
"1802","99","3",5,"166,4857",0,"Não","2023-06-07 00:00:00,000"
"2214","31","3",3,"95,9628",0,"Não","2022-08-20 00:00:00,000"
"4219","16","3",5,"280,0474",0,"Não","2023-03-28 00:00:00,000"
"4977","64","3",2,"41,299",0,"Não","2022-09-11 00:00:00,000"
"4104","29","3",3,"78,6353",0,"Não","2023-11-04 00:00:00,000"
"1978","76","3",2,"166,4588",0,"Não","2022-09-25 00:00:00,000"
"4553","61","3",8,"416,297",0,"Não","2023-06-04 00:00:00,000"
"4434","65","3",7,"373,0665",0,"Não","2022-10-18 00:00:00,000"
"2918","100","3",9,"826,117",0,"Não","2022-11-01 00:00:00,000"
"3415","43","3",2,"-2,4933",0,"Não","2022-12-18 00:00:00,000"
"2388","91","3",5,"168,9142",0,"Não","2023-10-11 00:00:00,000"
"688","21","3",3,"190,2288",0,"Não","2022-11-24 00:00:00,000"
"1904","46","3",2,"131,3842",0,"Não","2024-01-02 00:00:00,000"
"383","81","3",5,"212,4804",0,"Não","2023-03-08 00:00:00,000"
"1894","58","3",1,"61,8363",0,"Não","2023-02-15 00:00:00,000"
"768","56","3",9,"453,531",0,"Não","2023-01-18 00:00:00,000"
"4079","42","3",8,"240,9041",0,"Não","2023-12-17 00:00:00,000"
"963","62","3",7,"566,8628",0,"Não","2024-02-08 00:00:00,000"
"3368","38","3",3,"89,8688",0,"Não","2023-07-29 00:00:00,000"
"2005","34","3",3,"186,1912",0,"Não","2023-04-15 00:00:00,000"
"1993","68","3",5,"274,3953",0,"Não","2023-10-26 00:00:00,000"
"1426","38","3",9,"269,6063",0,"Não","2023-05-26 00:00:00,000"
"1279","51","3",5,"131,9187",0,"Não","2023-08-17 00:00:00,000"
"4648","19","3",5,"353,9112",0,"Não","2023-08-17 00:00:00,000"
"767","31","3",1,"31,9876",0,"Não","2023-09-10 00:00:00,000"
"1295","98","3",3,"159,1055",0,"Não","2023-12-06 00:00:00,000"
"284","85","3",1,"27,7708",0,"Não","2023-12-19 00:00:00,000"
"1408","78","3",3,"163,8421",0,"Não","2024-01-21 00:00:00,000"
"1746","82","3",1,"43,6457",0,"Não","2022-01-10 00:00:00,000"
"731","57","3",5,"317,2861",0,"Não","2023-09-17 00:00:00,000"
"3381","56","3",8,"403,1387",0,"Não","2023-12-11 00:00:00,000"
"681","100","3",5,"458,9539",0,"Não","2022-07-22 00:00:00,000"
"2292","71","3",9,"161,8373",0,"Não","2022-02-16 00:00:00,000"
"2970","100","3",1,"91,7908",0,"Não","2022-05-02 00:00:00,000"
"3742","13","3",9,"368,4153",0,"Não","2022-01-07 00:00:00,000"
"501","58","3",1,"61,8363",0,"Não","2023-05-07 00:00:00,000"
"2465","22","3",5,"142,8143",0,"Não","2023-04-16 00:00:00,000"
"3521","61","3",1,"52,0371",0,"Não","2023-11-17 00:00:00,000"
"4929","73","3",9,"431,4141",0,"Não","2022-04-25 00:00:00,000"
"4483","87","3",8,"479,7155",0,"Não","2022-06-03 00:00:00,000"
"2902","90","3",7,"207,8868",0,"Não","2022-02-06 00:00:00,000"
"1005","47","3",8,"396,9183",0,"Não","2022-07-29 00:00:00,000"
"542","82","3",1,"43,6457",0,"Não","2023-03-03 00:00:00,000"
"434","32","3",7,"439,3749",0,"Não","2023-03-17 00:00:00,000"
"2515","71","3",2,"35,9638",0,"Não","2023-11-16 00:00:00,000"
"1794","36","3",8,"373,9531",0,"Não","2023-10-28 00:00:00,000"
"3613","26","3",5,"159,7948",0,"Não","2023-10-28 00:00:00,000"
"2530","3","3",7,"330,4775",0,"Não","2022-07-15 00:00:00,000"
"1117","57","3",9,"571,115",0,"Não","2023-06-13 00:00:00,000"
"1488","36","3",7,"327,209",0,"Não","2022-04-07 00:00:00,000"
"2180","48","3",3,"134,2266",0,"Não","2023-11-23 00:00:00,000"
"1246","54","3",3,"193,0911",0,"Não","2022-11-14 00:00:00,000"
"2528","6","3",1,"62,0241",0,"Não","2023-07-01 00:00:00,000"
"2447","69","3",5,"227,6798",0,"Não","2022-10-20 00:00:00,000"
"2618","63","3",9,"226,9607",0,"Não","2023-05-02 00:00:00,000"
"2275","39","3",8,"518,5319",0,"Não","2023-06-14 00:00:00,000"
"3796","79","3",9,"223,1703",0,"Não","2024-01-27 00:00:00,000"
"2376","89","3",8,"652,8865",0,"Não","2022-04-15 00:00:00,000"
"973","91","3",5,"168,9142",0,"Não","2023-02-28 00:00:00,000"
"3066","60","3",8,"308,2237",0,"Não","2022-01-13 00:00:00,000"
"725","92","3",2,"49,6969",0,"Não","2023-06-19 00:00:00,000"
"2927","36","3",8,"373,9531",0,"Não","2023-02-27 00:00:00,000"
"4667","75","3",1,"46,4829",0,"Não","2022-08-27 00:00:00,000"
"4078","27","3",1,"32,6067",0,"Não","2023-06-02 00:00:00,000"
"172","9","3",5,"194,9463",0,"Não","2022-01-26 00:00:00,000"
"3096","28","3",5,"362,5435",0,"Não","2022-09-30 00:00:00,000"
"1560","60","3",2,"77,0559",0,"Não","2023-03-10 00:00:00,000"
"2257","61","3",2,"104,0743",0,"Não","2023-08-19 00:00:00,000"
"2992","33","3",9,"390,8487",0,"Não","2023-08-10 00:00:00,000"
"4940","40","3",1,"39,7357",0,"Não","2022-02-16 00:00:00,000"
"2878","10","3",9,"230,2718",0,"Não","2023-10-15 00:00:00,000"
"547","14","3",2,"158,0987",0,"Não","2023-02-01 00:00:00,000"
"3428","25","3",2,"115,0564",0,"Não","2022-10-27 00:00:00,000"
"1285","63","3",1,"25,2179",0,"Não","2023-11-07 00:00:00,000"
"722","72","3",5,"167,1503",0,"Não","2023-10-02 00:00:00,000"
"1199","78","3",5,"273,0701",0,"Não","2023-08-11 00:00:00,000"
"376","84","3",7,"428,0767",0,"Não","2022-07-21 00:00:00,000"
"1044","66","3",3,"153,0533",0,"Não","2023-05-18 00:00:00,000"
"3746","27","3",2,"65,2135",0,"Não","2022-08-13 00:00:00,000"
"3984","16","3",9,"504,0854",0,"Não","2023-02-05 00:00:00,000"
"597","27","3",3,"97,8202",0,"Não","2023-06-19 00:00:00,000"
"293","72","3",3,"100,2902",0,"Não","2022-06-24 00:00:00,000"
"2434","56","3",1,"50,3923",0,"Não","2024-01-29 00:00:00,000"
"4003","38","3",5,"149,7813",0,"Não","2022-08-16 00:00:00,000"
"2405","3","3",2,"94,4221",0,"Não","2023-05-21 00:00:00,000"
"3241","36","3",2,"93,4883",0,"Não","2022-11-17 00:00:00,000"
"2997","70","3",7,"558,5809",0,"Não","2022-05-18 00:00:00,000"
"3855","37","3",3,"152,4552",0,"Não","2023-10-08 00:00:00,000"
"1361","19","3",7,"495,4757",0,"Não","2022-12-01 00:00:00,000"
"1694","77","3",8,"403,3418",0,"Não","2023-02-23 00:00:00,000"
"3605","60","3",5,"192,6398",0,"Não","2022-01-21 00:00:00,000"
"2349","67","3",5,"267,3342",0,"Não","2024-01-21 00:00:00,000"
"214","82","3",3,"130,9371",0,"Não","2022-09-19 00:00:00,000"
"4114","95","3",8,"557,9735",0,"Não","2022-06-04 00:00:00,000"
"528","12","3",3,"141,1332",0,"Não","2022-07-31 00:00:00,000"
"387","79","3",1,"24,7967",0,"Não","2022-02-07 00:00:00,000"
"1554","41","3",5,"227,14",0,"Não","2022-05-23 00:00:00,000"
"2779","86","3",2,"109,8602",0,"Não","2023-01-24 00:00:00,000"
"4007","23","3",2,"37,8496",0,"Não","2023-11-26 00:00:00,000"
"722","62","3",8,"647,8432",0,"Não","2023-11-27 00:00:00,000"
"39","3","3",9,"424,8997",0,"Não","2024-02-01 00:00:00,000"
"4112","73","3",2,"95,8698",0,"Não","2023-01-14 00:00:00,000"
"4729","48","3",3,"134,2266",0,"Não","2022-03-25 00:00:00,000"
"4302","3","3",1,"47,2111",0,"Não","2023-04-29 00:00:00,000"
"3755","12","3",8,"376,3551",0,"Não","2022-07-29 00:00:00,000"
"2022","6","3",7,"434,1689",0,"Não","2022-08-22 00:00:00,000"
"1160","66","3",2,"102,0355",0,"Não","2023-08-14 00:00:00,000"
"856","82","3",5,"218,2285",0,"Não","2022-12-29 00:00:00,000"
"1249","38","3",1,"29,9563",0,"Não","2022-05-03 00:00:00,000"
"954","3","3",8,"377,6886",0,"Não","2024-01-25 00:00:00,000"
"1985","33","3",8,"347,421",0,"Não","2022-04-24 00:00:00,000"
"3137","90","3",1,"29,6981",0,"Não","2023-03-03 00:00:00,000"
"4183","25","3",2,"115,0564",0,"Não","2022-03-02 00:00:00,000"
"3052","43","3",5,"-6,2334",0,"Não","2023-05-02 00:00:00,000"
"3935","18","3",3,"81,67",0,"Não","2023-01-31 00:00:00,000"
"1346","88","3",3,"218,4089",0,"Não","2023-06-20 00:00:00,000"
"2604","52","3",3,"216,8593",0,"Não","2022-06-05 00:00:00,000"
"3605","3","3",9,"424,8997",0,"Não","2022-01-27 00:00:00,000"
"4771","74","3",3,"51,4087",0,"Não","2022-09-03 00:00:00,000"
"3396","57","3",5,"317,2861",0,"Não","2024-01-23 00:00:00,000"
"1037","18","3",3,"81,67",0,"Não","2023-10-15 00:00:00,000"
"2590","9","3",2,"77,9785",0,"Não","2022-06-19 00:00:00,000"
"1861","66","3",2,"102,0355",0,"Não","2022-02-28 00:00:00,000"
"3398","78","3",1,"54,614",0,"Não","2022-06-25 00:00:00,000"
"1279","63","3",3,"75,6536",0,"Não","2024-01-28 00:00:00,000"
"660","38","3",3,"89,8688",0,"Não","2024-01-18 00:00:00,000"
"2107","64","3",2,"41,299",0,"Não","2023-03-12 00:00:00,000"
"4993","85","3",9,"249,9376",0,"Não","2022-08-29 00:00:00,000"
"1568","7","3",5,"105,6145",0,"Não","2022-03-12 00:00:00,000"
"1493","48","3",7,"313,1953",0,"Não","2022-07-04 00:00:00,000"
"1695","22","3",1,"28,5629",0,"Não","2023-02-22 00:00:00,000"
"4513","41","3",9,"408,852",0,"Não","2023-04-14 00:00:00,000"
"4577","61","3",3,"156,1114",0,"Não","2023-08-13 00:00:00,000"
"1913","76","3",5,"416,147",0,"Não","2022-05-26 00:00:00,000"
"1211","88","3",7,"509,6209",0,"Não","2022-12-27 00:00:00,000"
"2996","9","3",2,"77,9785",0,"Não","2022-07-30 00:00:00,000"
"3459","10","3",5,"127,9288",0,"Não","2023-10-21 00:00:00,000"
"420","31","3",9,"287,8883",0,"Não","2022-07-20 00:00:00,000"
"1195","99","3",1,"33,2971",0,"Não","2022-12-21 00:00:00,000"
"3310","3","3",9,"424,8997",0,"Não","2023-02-08 00:00:00,000"
"61","55","3",7,"411,3866",0,"Não","2023-11-30 00:00:00,000"
"3639","48","3",8,"357,9375",0,"Não","2023-04-12 00:00:00,000"
"1878","32","3",8,"502,1427",0,"Não","2022-12-05 00:00:00,000"
"1070","59","3",1,"42,9192",0,"Não","2022-01-04 00:00:00,000"
"210","12","3",9,"423,3995",0,"Não","2023-08-06 00:00:00,000"
"619","45","3",2,"196,5046",0,"Não","2023-04-01 00:00:00,000"
"1150","55","3",8,"470,1561",0,"Não","2023-07-30 00:00:00,000"
"4537","54","3",5,"321,8186",0,"Não","2022-10-05 00:00:00,000"
"2809","28","3",8,"580,0696",0,"Não","2023-02-21 00:00:00,000"
"949","95","3",2,"139,4934",0,"Não","2023-04-05 00:00:00,000"
"4172","73","3",8,"383,4792",0,"Não","2022-08-17 00:00:00,000"
"4595","68","3",9,"493,9116",0,"Não","2023-07-16 00:00:00,000"
"950","19","3",1,"70,7822",0,"Não","2022-02-15 00:00:00,000"
"4636","87","3",9,"539,6799",0,"Não","2023-01-20 00:00:00,000"
"3241","2","3",9,"666,6992",0,"Não","2022-12-02 00:00:00,000"
"1538","94","3",3,"177,9815",0,"Não","2022-05-18 00:00:00,000"
"566","18","3",1,"27,2233",0,"Não","2023-10-26 00:00:00,000"
"3166","30","3",9,"745,6811",0,"Não","2023-02-13 00:00:00,000"
"4488","67","3",9,"481,2015",0,"Não","2023-05-09 00:00:00,000"
"336","26","3",7,"223,7128",0,"Não","2022-03-22 00:00:00,000"
"3515","2","3",5,"370,3884",0,"Não","2022-11-01 00:00:00,000"
"4719","31","3",7,"223,9131",0,"Não","2023-12-22 00:00:00,000"
"3533","44","3",3,"138,5383",0,"Não","2023-04-03 00:00:00,000"
"2333","37","3",8,"406,5471",0,"Não","2023-03-06 00:00:00,000"
"3907","71","3",1,"17,9819",0,"Não","2024-01-10 00:00:00,000"
"162","18","3",2,"54,4467",0,"Não","2022-07-01 00:00:00,000"
"221","23","3",5,"94,6241",0,"Não","2022-04-20 00:00:00,000"
"116","30","3",5,"414,2673",0,"Não","2023-07-17 00:00:00,000"
"28","78","3",3,"163,8421",0,"Não","2023-12-13 00:00:00,000"
"3029","33","3",9,"390,8487",0,"Não","2023-08-15 00:00:00,000"
"845","92","3",7,"173,9391",0,"Não","2022-07-21 00:00:00,000"
"2365","75","3",1,"46,4829",0,"Não","2023-10-22 00:00:00,000"
"3740","97","3",2,"87,2061",0,"Não","2023-10-10 00:00:00,000"
"2416","47","3",3,"148,8444",0,"Não","2023-03-26 00:00:00,000"
"1157","16","3",3,"168,0285",0,"Não","2022-09-03 00:00:00,000"
"2910","99","3",2,"66,5943",0,"Não","2022-07-31 00:00:00,000"
"468","42","3",9,"271,0171",0,"Não","2022-07-29 00:00:00,000"
"2268","35","3",9,"352,0595",0,"Não","2023-10-10 00:00:00,000"
"4453","48","3",5,"223,7109",0,"Não","2022-03-22 00:00:00,000"
"1632","19","3",8,"566,2579",0,"Não","2022-10-07 00:00:00,000"
"724","40","3",3,"119,2072",0,"Não","2024-01-12 00:00:00,000"
"1714","5","3",3,"150,0317",0,"Não","2022-05-21 00:00:00,000"
"1704","56","3",1,"50,3923",0,"Não","2022-05-28 00:00:00,000"
